user_id#merchant_id,prob
13902#750,0.03
42967#1046,0.005
19251#1661,0.02
19251#3531,0.02
68621#3218,0.04
50671#1769,0.005
44558#4252,0.02
75329#669,0.03
99873#1307,0.035
78155#2618,0.045
15776#1785,0.02
71032#3470,0.04
42768#168,0.04
69454#1886,0.03
705#276,0.045
61919#4863,0.03
18714#658,0.015
25182#3670,0.02
104352#3100,0.035
26548#4926,0.09
26548#3351,0.035
81299#4192,0.01
99492#4963,0.01
23598#1021,0.01
78317#4881,0.055
65406#3772,0.025
77454#4594,0.565
77453#530,0.025
77942#2234,0.045
55070#1753,0.02
55070#4774,0.02
76556#351,0.04
59485#2609,0.03
18162#4023,0.005
13598#1307,0.02
22894#3047,0.03
14377#1020,0.025
34837#90,0.02
54541#4090,0.025
89360#1157,0.02
97714#3854,0.01
42381#1769,0.02
42381#3356,0.035
50486#3080,0.02
69378#1665,0.075
69378#729,0.03
63296#4723,0.03
101653#4321,0.03
101653#175,0.03
101653#2835,0.035
66205#4537,0.02
80535#1504,0.01
43161#351,0.015
59299#4926,0.045
59299#4280,0.515
4049#1688,0.03
78695#2309,0.025
78695#3928,0.02
82321#222,0.04
80017#4345,0.005
22702#3073,0.02
21213#2211,0.01
10505#1748,0.02
33385#4784,0.05
40104#4103,0.02
66607#465,0.015
42245#156,0.025
56358#1363,0.01
56358#3925,0.01
89086#3854,0.05
89086#4696,0.05
77492#1170,0.53
77492#2367,0.025
8100#2480,0.045
8100#1811,0.06
21765#2904,0.035
23484#1673,0.04
53684#4547,0.025
81540#2865,0.015
60128#3246,0.025
60128#4873,0.035
74022#3954,0.03
42521#1230,0.04
55205#1886,0.035
55205#4072,0.03
44353#2886,0.015
85842#4103,0.035
72730#1284,0.025
97350#1731,0.005
89454#415,0.015
70739#4873,0.01
70739#4709,0.02
92008#3042,0.06
45457#4103,0.02
3424#1149,0.005
61836#1250,0.01
97043#4216,0.02
7207#2796,0.02
93959#1579,0.01
73172#81,0.02
62819#3968,0.04
62819#810,0.02
99621#2541,0.03
99621#3854,0.03
39044#2234,0.075
83871#142,0.025
4551#939,0.035
39810#3264,0.015
54762#4330,0.035
36310#530,0.025
69062#2353,0.03
57602#1626,0.05
96972#3056,0.055
89269#144,0.03
37525#4145,0.535
37525#2831,0.02
38568#4424,0.06
105956#3456,0.035
105956#4235,0.03
26225#2147,0.04
26225#2988,0.045
94282#3965,0.02
94282#4963,0.03
37284#397,0.05
26939#922,0.035
68820#4005,0.52
61512#1785,0.06
61512#3812,0.055
97648#4411,0.015
54480#1405,0.025
50815#3404,0.035
26960#4579,0.03
91155#3182,0.025
50523#3965,0.01
96244#1971,0.025
96244#328,0.005
96244#2367,0.005
46847#1701,0.035
46847#3271,0.025
18673#4466,0.035
67705#1264,0.01
46920#3692,0.04
31850#4655,0.05
70392#2555,0.015
70392#4345,0.03
70392#2094,0.025
75405#4950,0.015
73810#4897,0.015
64059#1360,0.01
68230#814,0.035
65084#3777,0.065
38891#1581,0.005
87523#481,0.075
71193#1358,0.025
80214#4562,0.055
4892#3692,0.03
23313#2759,0.035
77423#460,0.045
37228#3246,0.02
104684#4049,0.015
567#2051,0.53
73217#974,0.025
66530#4863,0.015
13540#110,0.55
43945#3879,0.03
43945#1897,0.015
41335#3901,0.02
52694#780,0.025
62046#922,0.035
19492#1173,0.025
65379#2593,0.02
53248#4618,0.03
96892#1633,0.01
3035#3895,0.01
31631#2275,0.05
74843#3670,0.055
44781#3464,0.025
39445#3715,0.045
103139#2054,0.03
103139#289,0.025
32505#637,0.02
26238#4314,0.04
33808#3854,0.04
78716#1769,0.03
80330#501,0.08
78331#3843,0.01
78331#1059,0.01
18796#3471,0.02
18796#3249,0.02
56125#3323,0.04
91340#1469,0.045
19706#2915,0.005
79514#3228,0.005
78500#210,0.04
78500#1886,0.03
29698#4715,0.025
33091#4472,0.04
33091#3331,0.065
60303#1330,0.03
57826#637,0.0
90218#4982,0.025
90218#3057,0.015
80053#4861,0.035
80053#1624,0.04
74033#4491,0.01
30495#3036,0.035
41897#1020,0.04
775#1785,0.03
11268#649,0.06
11268#4103,0.065
16571#281,0.075
72191#4688,0.03
105252#2393,0.03
40883#4656,0.015
104675#658,0.015
102135#1245,0.02
13695#3587,0.02
13695#3965,0.03
104268#294,0.525
51606#1571,0.03
51606#2480,0.035
42506#1665,0.535
77695#3168,0.04
62131#299,0.025
77989#825,0.08
79433#210,0.015
89143#2454,0.01
71165#4067,0.025
50048#4274,0.035
87166#1558,0.06
76695#1155,0.56
36007#82,0.05
46350#94,0.02
87216#2402,0.01
87216#4466,0.04
30122#2603,0.05
99625#54,0.05
7774#4335,0.01
20565#982,0.015
57616#3999,0.035
101628#949,0.05
35264#750,0.045
58954#3123,0.025
58954#2548,0.04
74425#3100,0.06
4513#3732,0.02
90650#3994,0.035
76655#4780,0.015
76655#4103,0.03
78850#4883,0.02
104121#3100,0.53
91557#1245,0.03
79203#816,0.015
68176#3218,0.015
96294#3337,0.04
105347#1245,0.02
2105#4138,0.035
61778#1785,0.03
50123#4554,0.035
79857#3464,0.02
91962#4005,0.035
101883#3734,0.03
69534#168,0.025
20525#4696,0.035
97498#3828,0.025
40273#1753,0.045
40273#850,0.035
53669#1820,0.015
38105#3405,0.005
23776#2915,0.03
41452#939,0.04
41452#3925,0.05
10620#2603,0.02
104021#1020,0.02
97836#4425,0.065
4515#3036,0.03
69213#1973,0.02
69213#2545,0.01
47332#1897,0.545
11289#492,0.01
11052#3954,0.06
5431#3465,0.015
5431#3830,0.025
66303#3100,0.025
25161#2138,0.005
45071#2409,0.03
29593#1073,0.035
79819#1438,0.035
79819#1822,0.035
42585#3297,0.03
19210#1959,0.04
86000#3771,0.01
65401#2454,0.03
42663#449,0.56
98627#844,0.03
75184#210,0.05
105488#251,0.03
62273#530,0.03
86037#1284,0.265
86037#750,0.265
86037#3895,0.02
58703#2815,0.07
69354#3042,0.005
50373#2253,0.055
18433#1558,0.015
19609#2422,0.05
19609#3470,0.03
30600#264,0.03
22204#2422,0.015
63879#1559,0.015
62171#2937,0.0
39794#4551,0.005
39794#168,0.005
39794#511,0.025
22139#2603,0.025
67050#939,0.065
54022#4345,0.02
29141#3067,0.02
29141#1573,0.02
46271#4425,0.03
13629#129,0.025
13629#3356,0.04
52158#1897,0.02
52158#4594,0.005
38078#1077,0.015
45621#4531,0.015
50982#4547,0.025
102779#1438,0.035
42044#2408,0.02
82628#1020,0.02
4320#1581,0.025
91506#4452,0.02
98283#324,0.01
62588#597,0.025
32605#1376,0.015
8791#814,0.015
25147#1785,0.04
1572#1046,0.025
105123#2234,0.04
86786#156,0.01
13511#1250,0.025
50296#1897,0.025
42632#4072,0.025
42632#3539,0.035
2472#2459,0.015
72749#3428,0.03
98449#3100,0.025
102234#1360,0.03
38139#2459,0.035
81406#1610,0.04
102677#1988,0.03
25186#814,0.025
80046#4072,0.025
51940#658,0.035
51940#1897,0.035
8691#4345,0.035
101124#4990,0.025
101124#2642,0.045
24364#2125,0.035
46149#2904,0.02
82071#1698,0.535
74607#1564,0.02
65174#3413,0.02
65174#1753,0.04
23258#1046,0.015
15092#4688,0.055
31297#2354,0.045
65293#367,0.03
47407#2545,0.035
59675#1243,0.06
84002#2603,0.04
103292#2940,0.04
103292#1243,0.025
103292#850,0.025
28946#2548,0.03
33186#3671,0.005
8606#2865,0.02
8606#3854,0.545
76321#2538,0.015
99119#2502,0.025
45721#4025,0.025
45721#4401,0.02
45721#2809,0.025
57729#4425,0.545
67114#2804,0.035
67114#4103,0.045
89305#2626,0.55
87466#2404,0.025
34510#4965,0.03
75411#4774,0.03
76654#1360,0.025
76172#1731,0.005
98742#4693,0.025
56437#4072,0.04
56437#2459,0.04
15932#4345,0.035
60846#1558,0.015
77242#2820,0.555
21253#3405,0.015
49984#1026,0.03
32891#4822,0.04
33976#156,0.045
58384#4995,0.035
72624#362,0.035
72624#4730,0.05
12942#3056,0.025
18724#814,0.015
18724#2459,0.02
1659#4656,0.52
13979#3670,0.01
23178#3010,0.045
23178#1062,0.045
23178#2256,0.045
78439#653,0.05
22682#4035,0.025
36851#1046,0.02
11002#1624,0.05
48501#2480,0.04
32336#3878,0.025
85873#649,0.025
25228#2437,0.045
90357#1564,0.01
48714#168,0.025
78459#3214,0.01
3824#2815,0.06
26372#604,0.025
40351#2682,0.055
29207#4594,0.055
62698#2426,0.045
44945#1897,0.035
44945#3517,0.065
40051#4430,0.01
59616#962,0.03
27477#2829,0.03
88696#825,0.045
88696#2614,0.04
88696#1614,0.01
88696#318,0.04
88696#2591,0.01
29366#3036,0.015
17169#3331,0.06
92880#857,0.02
7938#2290,0.545
85717#1627,0.04
62164#2789,0.025
103768#4192,0.055
1085#3861,0.035
102615#4618,0.035
21242#1482,0.005
61220#2502,0.035
101585#1555,0.025
38390#1149,0.035
38390#1183,0.035
67159#4452,0.035
94241#4005,0.035
35462#104,0.035
87908#3168,0.025
73709#650,0.03
31244#3692,0.02
87487#2983,0.04
87487#4103,0.565
53772#1358,0.01
87976#1769,0.01
87976#3928,0.01
79666#471,0.015
18890#2904,0.04
12283#4072,0.025
100892#1581,0.525
23489#1753,0.045
52412#41,0.05
57463#4982,0.01
50359#2165,0.04
13049#1149,0.03
13049#1019,0.015
104263#4170,0.025
82523#3968,0.02
86530#4035,0.045
86530#602,0.05
24438#1629,0.55
100984#3456,0.055
100984#4673,0.035
105805#4483,0.025
45917#2872,0.035
29295#1664,0.015
39611#2988,0.03
42412#2522,0.015
42412#3898,0.045
103524#3607,0.05
103524#4335,0.57
23876#4161,0.06
23876#3471,0.035
6358#4955,0.015
6358#2674,0.035
68790#3292,0.05
68790#4411,0.02
30628#1245,0.025
50371#3587,0.065
85631#4594,0.01
1821#4466,0.01
90282#4725,0.015
90282#103,0.015
90282#4628,0.015
26161#3652,0.03
16840#3854,0.045
16840#1886,0.025
16840#210,0.04
26606#2727,0.01
54563#1907,0.02
7387#4613,0.0
7387#94,0.02
91293#3570,0.035
42539#1422,0.015
27755#4592,0.035
26208#2770,0.01
81268#2480,0.02
63696#442,0.055
51590#2815,0.06
98158#1807,0.01
76704#2667,0.02
61753#3965,0.015
21545#3583,0.045
87723#4145,0.025
98982#1250,0.01
49712#3807,0.03
26811#1508,0.025
86139#3218,0.025
28683#878,0.045
86048#3402,0.02
86048#3080,0.04
89821#637,0.515
89821#4406,0.055
89821#4836,0.045
58495#2018,0.025
21189#251,0.04
21189#780,0.04
21189#3854,0.055
25956#4982,0.03
25956#3333,0.03
25956#1811,0.025
58932#1632,0.51
94327#168,0.03
73686#3587,0.02
7631#1581,0.02
102627#4772,0.035
87414#1105,0.01
87414#607,0.01
66172#2234,0.005
66172#2127,0.05
66172#3465,0.055
95765#2422,0.03
95765#4719,0.025
95765#4072,0.01
95765#4103,0.52
20798#3977,0.025
63035#2041,0.04
25891#1958,0.03
25891#1382,0.02
95136#4784,0.035
30593#2454,0.025
48839#1360,0.045
99427#814,0.035
59010#3107,0.06
99708#501,0.06
44486#4062,0.06
84912#270,0.02
84912#3030,0.025
46114#3249,0.025
23944#922,0.035
69292#4035,0.005
69292#4845,0.025
16472#637,0.0
98256#168,0.53
28507#3080,0.02
95288#1020,0.015
74724#373,0.01
44954#4387,0.04
42037#1701,0.025
76537#3587,0.025
68832#1807,0.03
84798#952,0.015
84798#3464,0.015
82184#3685,0.02
28725#2426,0.01
15002#4584,0.02
15139#2618,0.015
72992#4784,0.01
95415#2570,0.04
51961#4103,0.005
66587#2804,0.025
52524#4715,0.025
15988#2127,0.03
75502#1324,0.055
75502#4306,0.04
64847#4005,0.01
86567#999,0.02
97817#4873,0.015
65367#3887,0.0
19896#4192,0.025
100680#4020,0.055
100250#1384,0.035
19793#4868,0.035
75280#2150,0.065
11082#2915,0.02
40644#1335,0.025
43054#508,0.035
64477#1958,0.035
98978#1046,0.015
98978#4072,0.015
2285#4306,0.015
12450#1811,0.05
65099#2434,0.015
88846#3056,0.01
105525#1391,0.025
62080#2805,0.02
53028#2670,0.045
18226#5,0.015
87403#2402,0.005
52226#3807,0.015
27150#3587,0.02
27150#1897,0.025
22530#4227,0.025
44593#4688,0.035
6015#4594,0.055
12548#2509,0.05
64110#4820,0.02
97234#962,0.07
97234#1897,0.07
98478#2275,0.015
30393#4569,0.05
9711#2033,0.035
39791#1020,0.015
100935#3160,0.015
82365#3438,0.03
49893#1729,0.015
25959#3462,0.01
34825#2829,0.015
4329#661,0.005
41564#780,0.04
46848#2033,0.025
25493#4272,0.01
68834#833,0.045
103820#891,0.025
69545#4780,0.02
85162#4072,0.02
85722#814,0.065
45667#1940,0.035
3505#2795,0.04
59379#2454,0.01
18279#2211,0.095
92040#5,0.03
1438#501,0.03
1438#3752,0.03
19022#4377,0.04
36098#4988,0.535
36098#2548,0.02
56462#4883,0.02
21763#3362,0.025
66642#780,0.005
66642#2422,0.005
77655#3438,0.005
9142#3994,0.035
79168#1018,0.04
79168#4782,0.04
11900#3529,0.035
5630#4182,0.0
55897#1753,0.035
53177#4216,0.045
14619#4345,0.015
33711#4103,0.015
33711#814,0.02
13674#187,0.015
52522#2290,0.15
13108#2054,0.02
17540#2459,0.025
93516#750,0.01
72680#1020,0.035
24980#586,0.015
100602#3965,0.045
77588#814,0.035
1253#2446,0.03
60947#4335,0.02
22087#4712,0.035
60620#2459,0.035
62846#3915,0.04
41712#2356,0.54
26765#922,0.035
26765#2426,0.05
37043#845,0.055
37043#1907,0.045
92278#3765,0.02
62088#4161,0.54
41470#3286,0.025
77449#4531,0.035
92602#4345,0.0
10724#3249,0.015
86875#2459,0.54
44550#1155,0.53
33101#1581,0.02
6755#1438,0.025
66204#722,0.02
64710#3202,0.025
76132#1785,0.03
19892#4737,0.05
19892#1636,0.025
19892#2513,0.025
23070#472,0.025
23070#983,0.025
81745#2483,0.015
13867#2920,0.025
28741#3528,0.02
61957#2883,0.045
54100#2618,0.53
81126#2618,0.015
57995#2275,0.03
77636#3117,0.04
77636#1545,0.035
73634#3965,0.03
73634#2159,0.05
97914#1769,0.045
94668#4115,0.02
7984#1363,0.035
7984#750,0.525
55084#195,0.02
40283#3171,0.525
40283#3524,0.035
40283#222,0.025
22962#1391,0.03
43324#1994,0.06
94528#438,0.015
93962#1988,0.03
77174#3517,0.035
57317#3010,0.52
5124#3216,0.025
7888#1250,0.035
7888#3335,0.035
67809#4881,0.54
77862#40,0.03
45161#2139,0.03
39595#1953,0.01
46486#652,0.025
100300#962,0.02
100300#3854,0.005
40863#2541,0.035
40863#1624,0.025
7368#1811,0.025
6273#397,0.03
1599#833,0.02
102762#789,0.015
102762#380,0.025
21090#144,0.03
21090#31,0.06
51079#1897,0.045
51079#1769,0.04
74496#4104,0.02
74496#4826,0.03
37782#465,0.02
85708#2399,0.03
85708#3168,0.075
85708#3528,0.025
11139#1477,0.045
89332#1579,0.035
68869#3735,0.035
98098#2843,0.53
46685#4836,0.02
79564#2620,0.01
65300#403,0.0
50030#4411,0.51
50609#4598,0.02
45521#4988,0.045
13490#845,0.53
42888#4762,0.025
91702#1665,0.045
91702#4335,0.035
44356#438,0.045
81135#1753,0.04
100172#1020,0.04
99692#2898,0.045
99692#814,0.045
95023#1502,0.105
104597#2829,0.065
28343#4772,0.025
28343#210,0.525
14858#4401,0.03
48521#3173,0.52
30103#3341,0.025
78946#4387,0.05
19323#2210,0.025
31323#1250,0.07
6760#3333,0.035
50634#2888,0.01
52420#4529,0.06
94281#458,0.03
94281#3596,0.07
44162#1291,0.03
44162#4547,0.03
26534#1046,0.005
75443#4035,0.03
25270#2459,0.02
11460#4688,0.065
9629#3965,0.01
26233#3670,0.02
33514#1376,0.005
36845#823,0.025
63458#3997,0.015
79728#3685,0.02
22306#2488,0.025
22089#4632,0.03
68805#2422,0.565
102482#3470,0.04
80406#2820,0.555
45437#1230,0.01
99583#4782,0.03
99583#642,0.03
86980#4335,0.015
45229#3692,0.05
90175#209,0.035
24097#4067,0.015
56451#2488,0.04
63161#4035,0.015
3715#1096,0.025
21407#1897,0.02
36400#4335,0.025
28806#3032,0.02
22503#4594,0.055
11760#2480,0.515
26393#4460,0.05
60269#4870,0.03
8859#4103,0.015
63418#4574,0.01
70719#2459,0.025
10648#44,0.02
10648#3800,0.02
82595#794,0.03
56627#999,0.085
56627#2910,0.045
56627#864,0.03
20919#4072,0.03
23588#2522,0.06
69459#4115,0.045
69459#276,0.03
35644#1344,0.03
19415#501,0.035
19415#373,0.035
21487#4942,0.05
74137#4491,0.025
70754#4982,0.04
7101#3823,0.02
3629#2736,0.02
65241#2731,0.02
562#2522,0.015
76268#750,0.03
33841#3228,0.02
33841#1886,0.02
32147#1811,0.015
32147#3878,0.015
15546#1701,0.05
15290#2915,0.58
15290#2142,0.04
27618#2445,0.535
27618#4784,0.02
38223#1707,0.59
49777#616,0.02
49777#3122,0.025
39603#3123,0.025
64517#2151,0.01
34696#3321,0.045
79337#1355,0.515
65920#1026,0.015
48522#3470,0.025
27892#2336,0.015
5328#2402,0.07
49214#2652,0.015
49214#4306,0.01
39870#3597,0.04
5304#4982,0.035
58848#4982,0.03
58666#4709,0.03
51949#1245,0.025
38938#1545,0.015
30247#4784,0.05
47094#2829,0.065
49786#3100,0.03
6978#3381,0.02
6978#4383,0.035
105841#1020,0.04
72048#3827,0.065
81227#1811,0.025
81227#845,0.03
82842#44,0.035
18698#4099,0.01
27541#4035,0.025
20094#2315,0.045
8582#4780,0.03
51896#2234,0.035
49038#682,0.04
53632#106,0.015
31112#3692,0.04
6917#3014,0.545
76068#1753,0.015
21084#2860,0.545
57186#2904,0.025
41525#4730,0.025
41525#1363,0.025
62536#3036,0.02
5040#501,0.03
58097#1633,0.025
48441#4531,0.03
105746#1758,0.035
20063#3356,0.025
125#4072,0.03
125#2459,0.01
78962#1897,0.03
42718#3526,0.025
67716#1149,0.01
46934#3477,0.005
47248#823,0.02
9166#168,0.025
61262#3362,0.025
87527#982,0.025
87527#794,0.045
87527#4064,0.025
16446#833,0.53
37866#4218,0.025
19653#607,0.01
886#3994,0.06
70451#3438,0.02
55868#3132,0.01
44377#2459,0.58
49164#2290,0.01
89124#1669,0.02
82963#4995,0.04
9966#2426,0.015
22496#1251,0.02
13094#990,0.02
11555#1360,0.03
44387#4762,0.025
105422#4308,0.035
105358#3080,0.02
105358#2978,0.04
68096#3402,0.045
31489#3704,0.02
35141#3966,0.025
73899#1875,0.035
73899#2937,0.065
73899#3683,0.065
43869#697,0.015
101008#1473,0.02
75028#2290,0.025
75028#2806,0.015
72829#2193,0.035
81626#4061,0.28
81626#922,0.28
102365#1624,0.015
56553#4709,0.01
3076#3171,0.025
3076#3854,0.025
84669#1250,0.005
80993#891,0.015
20827#4956,0.025
46316#3139,0.015
47957#4594,0.015
68044#2829,0.025
51159#2627,0.035
63984#1886,0.035
29894#2904,0.53
3849#3456,0.035
45340#244,0.025
62701#3068,0.09
62701#2591,0.59
62701#2173,0.02
58086#1746,0.04
58086#4335,0.035
51418#892,0.045
51418#1358,0.025
83170#939,0.025
69265#3477,0.03
69265#820,0.545
88462#1391,0.025
102367#3159,0.045
82138#1243,0.005
73065#2273,0.02
34560#4072,0.03
59836#4161,0.02
8407#4103,0.045
8407#857,0.05
24197#2548,0.025
24197#3617,0.015
82535#4988,0.01
68884#2977,0.03
51670#2422,0.04
51670#4103,0.04
73782#3608,0.04
98738#2618,0.515
17318#2374,0.035
104138#750,0.03
83920#2970,0.02
41934#4253,0.045
41934#4537,0.035
76450#2904,0.03
12918#820,0.055
61418#1243,0.025
23256#3360,0.03
7982#1725,0.54
34028#2750,0.045
12051#4705,0.02
40427#2618,0.025
9475#174,0.025
9475#4425,0.06
74534#2356,0.03
74534#996,0.025
62496#2976,0.04
59634#4345,0.015
96951#4926,0.05
29742#351,0.02
48489#4067,0.005
48489#1857,0.005
35495#2534,0.015
103712#3464,0.07
37406#4965,0.535
55358#1952,0.015
13976#4031,0.045
71048#839,0.025
55448#2385,0.01
66382#1891,0.02
26047#1581,0.03
46438#2829,0.03
46438#4308,0.03
105403#4425,0.04
105403#2480,0.025
64073#905,0.015
64073#3517,0.015
57772#471,0.05
65728#2759,0.025
44225#2618,0.045
105349#1020,0.04
78102#2884,0.015
20969#3748,0.055
728#3670,0.53
78056#3228,0.02
48729#3171,0.03
71333#1356,0.02
71430#4670,0.015
2469#508,0.045
2469#24,0.025
88922#4103,0.025
88922#4061,0.015
70635#351,0.035
84984#2332,0.04
29590#4875,0.01
29590#4072,0.015
29772#4216,0.05
67129#3706,0.04
29376#652,0.02
45905#2181,0.025
58791#2861,0.025
58791#1681,0.545
34828#3807,0.02
78872#144,0.02
75653#484,0.05
89549#4721,0.015
89549#3509,0.015
89549#215,0.015
37607#647,0.03
43376#814,0.03
93498#3688,0.035
85567#2685,0.05
30081#3444,0.05
5338#1785,0.025
38617#2888,0.035
10029#4103,0.04
17588#3413,0.01
17588#4673,0.015
44947#3004,0.04
95581#2414,0.03
17849#4103,0.04
17849#2262,0.035
18765#4870,0.025
22687#1629,0.02
83249#4103,0.03
99425#1576,0.54
2208#3057,0.01
53009#2117,0.05
92050#4218,0.03
5035#4942,0.035
5035#775,0.03
11373#607,0.03
11373#2230,0.04
64364#1954,0.045
60314#997,0.045
62878#4099,0.005
53171#2898,0.02
38619#814,0.015
81894#3036,0.04
82869#4377,0.03
45047#222,0.01
105441#2483,0.01
43797#1250,0.015
43797#2379,0.035
85871#3249,0.03
85871#2356,0.025
83008#3569,0.51
83008#2940,0.005
67728#3879,0.02
22607#1250,0.04
20740#3004,0.02
90385#223,0.035
22728#3333,0.02
22728#4590,0.055
77827#3471,0.025
48873#922,0.54
100458#3464,0.015
18539#2463,0.02
77932#4216,0.015
11688#2789,0.03
58656#2366,0.045
58656#3952,0.02
3509#4594,0.55
102837#3786,0.025
104407#4990,0.015
76802#922,0.03
14272#3470,0.02
14272#2353,0.015
73421#3067,0.07
13572#1391,0.02
51916#247,0.015
64305#2459,0.525
64305#4103,0.04
29362#2353,0.02
23215#276,0.535
23215#4072,0.04
68745#1795,0.03
79694#1629,0.01
66232#688,0.535
76561#3871,0.02
79776#1897,0.025
57829#1021,0.035
63174#1031,0.02
63174#3765,0.565
30078#1680,0.01
61322#255,0.02
61322#634,0.02
68661#2780,0.025
18923#875,0.545
43045#2842,0.035
73734#3540,0.04
57967#4995,0.04
82641#3692,0.02
41675#1573,0.02
1353#4115,0.025
55442#2754,0.025
97979#922,0.025
25267#4476,0.005
29127#2798,0.02
47264#1746,0.015
78736#3324,0.035
102278#4173,0.56
53946#1164,0.015
64366#1046,0.045
88185#421,0.02
8426#850,0.02
47907#318,0.04
36801#2414,0.02
36678#1438,0.045
36678#2273,0.035
81587#3241,0.035
63338#351,0.05
24537#452,0.025
46459#4780,0.025
46459#4594,0.055
24510#1795,0.025
94057#4425,0.015
58548#3887,0.04
58548#669,0.04
56163#4210,0.03
71314#81,0.03
71314#2004,0.015
13612#878,0.015
101024#1897,0.035
101024#678,0.025
49884#2563,0.055
77310#1284,0.025
98727#1897,0.04
23236#3143,0.025
26200#3360,0.06
69017#1695,0.025
102114#716,0.02
51764#3988,0.03
35697#2094,0.02
97945#448,0.02
20745#1581,0.025
105801#2615,0.04
41303#3464,0.025
95061#2642,0.025
62216#1886,0.04
19784#3807,0.05
87120#4594,0.05
77388#3123,0.02
71010#4598,0.01
25754#4589,0.02
75167#4476,0.04
279#1250,0.03
72532#3285,0.025
41609#4085,0.01
32642#155,0.02
31765#4873,0.035
46973#3182,0.05
100563#3611,0.03
72993#2402,0.005
76340#1793,0.025
79532#3033,0.025
73110#1243,0.035
84127#1907,0.02
41762#3238,0.035
22938#549,0.015
75893#2522,0.015
67643#31,0.03
90096#1250,0.025
40117#297,0.02
59144#3442,0.045
23086#222,0.045
36924#4018,0.02
79836#4531,0.02
44112#4072,0.02
71273#4061,0.015
37680#2570,0.025
37680#4048,0.025
10110#3464,0.015
87688#3835,0.04
68694#539,0.025
68694#4086,0.025
1644#1139,0.04
105712#4613,0.03
36394#4086,0.04
30098#3887,0.02
9682#1402,0.035
55321#51,0.015
45224#421,0.045
77254#2459,0.585
77254#1360,0.03
48391#4316,0.015
25115#1402,0.01
65607#1624,0.285
20809#156,0.035
3537#4547,0.025
11921#2127,0.015
18151#1145,0.02
22863#210,0.06
39920#2088,0.015
38057#1003,0.025
79779#1500,0.02
61673#1149,0.005
6507#4335,0.035
8547#1769,0.545
37572#1629,0.015
56721#210,0.055
56721#658,0.08
56721#814,0.04
56721#850,0.04
6138#1559,0.035
6138#4819,0.035
18147#3928,0.005
42224#635,0.06
51943#1189,0.025
25490#2171,0.015
60358#81,0.015
68971#2691,0.02
91259#4703,0.03
66406#1895,0.02
31993#1157,0.01
69332#711,0.02
23399#2898,0.035
73929#270,0.06
17290#501,0.025
66799#3670,0.02
69991#828,0.02
84341#3800,0.035
67822#674,0.04
67822#147,0.04
92005#1255,0.025
45619#399,0.03
24#1897,0.035
69092#4476,0.01
960#1344,0.025
86307#4210,0.005
40751#2356,0.05
54738#3444,0.045
26595#210,0.07
73587#1701,0.025
34041#4777,0.03
59082#2904,0.04
29161#2414,0.005
29161#4466,0.055
29161#1811,0.005
45050#4784,0.055
51215#3160,0.02
63180#1564,0.035
10215#4222,0.025
63129#2234,0.005
8346#4035,0.025
81956#2215,0.045
30703#144,0.04
29012#4594,0.005
15861#2142,0.03
15861#1031,0.025
55996#1396,0.025
45240#187,0.03
28374#1496,0.015
10599#3464,0.54
78581#1379,0.02
51758#3474,0.005
72124#1897,0.055
31038#2652,0.035
68726#1897,0.025
68726#3685,0.02
44111#4013,0.025
38888#3807,0.03
38888#168,0.02
38888#3457,0.03
38888#4145,0.03
40317#386,0.035
58802#3297,0.005
93759#1283,0.025
46988#2522,0.05
46988#3033,0.055
70955#4470,0.01
11142#1897,0.085
7800#2429,0.535
93625#637,0.03
14066#4995,0.03
10811#4941,0.015
47529#3362,0.03
104427#3465,0.02
104427#1245,0.03
98588#3965,0.01
105949#4717,0.196666666667
82985#3670,0.04
68687#1629,0.025
66132#851,0.02
43951#3540,0.015
49492#646,0.01
101211#3854,0.03
15795#637,0.03
24192#833,0.04
59150#2459,0.05
59150#187,0.04
49688#597,0.015
29568#1675,0.035
29568#2409,0.54
100078#4775,0.04
100078#153,0.04
69442#1243,0.275
69442#4365,0.275
56357#4345,0.015
96318#1579,0.045
96318#2459,0.06
41233#3540,0.015
28996#4784,0.515
28996#4995,0.045
64910#2541,0.03
64910#289,0.04
89191#2178,0.03
89191#1358,0.025
90025#320,0.03
33304#634,0.52
1381#3864,0.02
72827#2290,0.035
46818#4784,0.545
46818#4010,0.035
46818#3470,0.045
46818#2780,0.555
90158#3977,0.045
60916#1402,0.02
60916#3464,0.02
87502#1729,0.01
97023#2353,0.055
45582#1891,0.035
45582#2780,0.035
35964#1785,0.035
25015#3441,0.04
18675#658,0.065
82710#4779,0.065
67777#2454,0.025
7767#3879,0.53
39411#1031,0.06
34495#3172,0.04
80679#4562,0.03
93364#3818,0.015
34445#3080,0.03
78359#775,0.06
76327#129,0.07
2083#3617,0.02
32158#2829,0.045
34722#521,0.06
34722#3036,0.035
55593#4982,0.02
72652#962,0.025
72652#2454,0.025
51683#4103,0.035
51683#4072,0.05
92002#2988,0.015
35230#3589,0.005
35230#4335,0.015
35230#1701,0.005
80430#1026,0.015
44561#1031,0.005
16087#1097,0.015
50041#1243,0.01
96570#318,0.025
37891#2652,0.035
37834#2837,0.03
46160#3670,0.02
248#4103,0.04
31616#44,0.02
31616#1376,0.035
57275#4787,0.015
57275#4995,0.015
52926#3962,0.04
52926#4772,0.04
52926#5,0.04
96616#2313,0.05
64071#4401,0.025
48430#3080,0.045
6177#3965,0.035
61342#2613,0.015
6891#3438,0.02
19240#2234,0.045
